;x;y;z
Biados_M_F12_oe;0,002536372;-0,017669169;0,145463326
Biados_M_F16_oe;0,034424047;-0,019701488;0,0587798
Biados_M_F18_oe;0,020971376;-0,022454441;0,071401909
Biados_M_F19_oe;-0,002565206;-0,016715775;0,088020109
Biados_M_F22_oe;0,042318061;-0,033435626;0,07211483
Biados_M_F23_oe;0,056944198;-0,018372213;0,050937849
Biados_M_F24_oe;0,027014967;-0,011986182;0,031036917
Biados_M_F25_oe;0,047759821;-0,031007832;0,075903013
Biados_M_F26_oe;0,028723796;-0,024268248;0,096235876
Biados_M_F30_oe;0,043651378;-0,031519278;0,123057362
Biados_M_F31_oe;0,042158527;-0,024904413;0,083530984
Biados_M_F34_oe;0,001499851;-0,021136499;0,082111172
Biados_M_F35_oe;0,018269225;-0,026735949;0,089973139
Biados_M_F36_oe;0,004034316;-0,018499278;0,125627901
Biados_M_F37_oe;0,029183638;-0,020831007;0,083934543
Biados_M_F40_oe;0,060584061;-0,033986341;0,072319833
Biados_M_F41_oe;0,042987267;-0,027167515;0,094876634
Biados_M_F42_oe;0,05454794;-0,019372997;0,038285941
Biados_M_F43_oe;0,098292601;-0,04048992;0,0496759
Biados_M_F44_oe;0,049029124;-0,028025892;0,073123876
Biados_M_F45_oe;0,047249727;-0,025023428;0,059260373
Biados_M_F46_oe;0,066078474;-0,032502481;0,041756657
Biados_M_F47_oe;0,066675069;-0,034063654;0,062700267
Biados_M_F49_oe;0,040540784;-0,018480918;0,058993656
Biados_M_F53_oe;0,002499936;-0,017702917;0,146323441
Biados_M_F54_oe;0,027538912;-0,017769648;0,09299258
Biados_M_F55_oe;0,018498887;-0,02891658;0,098698659
Biados_M_F57_oe;0,022706575;-0,024175608;0,081841832
Biados_M_F58_oe;0,087259202;-0,035978258;0,047035742
Biados_M_F60_oe;0,013931696;-0,017807384;0,112877007
Campdevanol_M_CvE92_oe;-0,006698299;-0,020046873;0,126811463
Campdevanol_M_CvE61_oe;0,009974163;-0,02062347;0,089682683
Campdevanol_M_CvE93_oe;0,044386103;-0,018810816;0,084665197
Campdevanol_M_CvE37_oe;0,072429163;-0,032749456;0,064717157
Campdevanol_M_CvE83_oe;0,062293173;-0,025166377;0,033351169
Campdevanol_M_CvE23_oe;0,044181138;-0,025243959;0,098229756
Campdevanol_M_CvE39_oe;0,032142552;-0,024605798;0,06772809
Campdevanol_M_CvE66_oe;0,054716219;-0,023807809;0,0874136
Campdevanol_M_CvE29_oe;0,053172413;-0,018841642;0,036318387
Campdevanol_M_CvE8_oe;0,05829932;-0,028913653;0,053096679
Campdevanol_M_CvE77_oe;0,087191392;-0,030307698;0,007485095
Campdevanol_M_CvE59_oe;0,05847562;-0,032087894;0,037728091
Campdevanol_M_CvE70_oe;0,045895274;-0,01483133;0,020220252
Campdevanol_M_CvE79_oe;0,054198748;-0,022555468;0,080247375
Campdevanol_M_CvE80_oe;0,049059801;-0,024756739;0,081653561
Campdevanol_M_CvE87_oe;0,035121993;-0,022095472;0,111029641
Campdevanol_M_CvE97_oe;0,048320626;-0,023781232;0,09330768
Campdevanol_M_CvE25_oe;0,051333858;-0,020600806;0,019309208
Campdevanol_M_CvE72_oe;0,075170034;-0,032502029;0,047080297
Campdevanol_M_CvE91_oe;0,055592779;-0,02026432;0,047214729
Campdevanol_M_CvE35_oe;0,033506234;-0,021632277;0,131433095
Campdevanol_M_A27_od;0,102508887;-0,035886086;-0,001255934
Campdevanol_M_CamP26_od;0,075864017;-0,021000584;0,033032289
Campdevanol_M_A71_od;0,085068279;-0,017220029;0,046743726
Campdevanol_M_A22_od;0,061558142;-0,025875366;0,055186442
Campdevanol_M_D8_od;0,054902317;-0,031017266;0,080689462
Campdevanol_M_D25_od;0,004033102;-0,01701732;0,192543534
Cd25_M_oe;0,131570365;-0,040684014;-0,014167284
Cd31_M_oe;0,062925744;-0,02341225;0,002828852
Cd21_M_oe;0,048887754;-0,025345003;0,137019778
Cd68_M_oe;0,085083163;-0,0342735;0,019104911
Cd11_M_oe;0,108534627;-0,035783071;0,071541547
Cd78_M_oe;0,002032231;-0,015736292;0,116582579
Cd45_M_oe;0,059368935;-0,024311423;0,067997577
Cd75_M_oe;0,036587973;-0,016962509;0,031793277
Cd17_M_oe;0,062262684;-0,034489218;0,108846891
Cd43_M_oe;0,001688466;-0,020273736;0,110689151
Cd69_M_oe;0,030343926;-0,024223244;0,116694413
Cd16_M_oe;0,052891921;-0,028163556;0,049034611
Cd48_M_oe;0,018955835;-0,019215463;0,107869214
Cd37_M_oe;0,023431815;-0,027050966;0,130893903
Cd59_M_oe;0,044725534;-0,02105833;0,059475504
Cd97_M_oe;0,043938288;-0,023809254;0,078162919
Cd57_M_oe;0,065868374;-0,027922145;0,079896445
Cd34_M_oe;0,077807044;-0,027533591;0,039936258
Cd28_M_oe;0,077087121;-0,033269091;0,059816821
Cd30_M_oe;0,128044456;-0,044608774;0,084284458
Cd84_M_oe;0,051292487;-0,031872732;0,07570048
Cd79_M_oe;0,064656635;-0,020018503;0,048389997
Cd94_M_oe;0,058666296;-0,026067901;0,013342514
Cd56_M_oe;0,077376335;-0,031090473;0,048778526
Cd49_M_oe;0,076680058;-0,030310737;0,021495617
Cd7_M_oe;0,051200139;-0,027478495;0,101206342
Cd40_M_oe;0,022193443;-0,019610295;0,087977024
Cd46_M_oe;0,096487708;-0,030688472;0,06558072
Civis_M_A14_oe;0,039496562;-0,024496883;0,079173677
Civis_M_A29_oe;-0,007520602;-0,019789214;0,065395866
Civis_M_A38_oe;-0,001028581;-0,01535798;0,044436317
Civis_M_A41_oe;0,008616613;-0,026273632;0,048788832
Civis_M_A56_oe;0,0259868;-0,018579626;0,087447918
Civis_M_A91_oe;-0,004328907;-0,017596079;0,109105198
Civis_M_D15_oe;-0,007194879;-0,018751887;0,040112199
Civis_M_D17_oe;0,011428837;-0,01307087;0,096951235
Civis_M_D18_oe;0,01900541;-0,017956158;0,030897801
Civis_M_D35_oe;0,014148273;-0,014515961;0,044427581
Civis_M_D36_oe;0,045819133;-0,028659026;0,026386847
Civis_M_D54_oe;-0,030801927;-0,019216892;0,076788653
Civis_M_E10_oe;0,034529672;-0,021550476;0,088547505
Civis_M_E12_oe;0,009913842;-0,0150697;0,114385171
Civis_M_E13_oe;0,033329741;-0,017504148;0,054581999
Civis_M_E14_oe;0,025983072;-0,020111307;0,084351977
Civis_M_E18_oe;0,052541158;-0,028173259;0,056014728
Civis_M_E23_oe;0,00539392;-0,017015675;0,109364329
Civis_M_E38_oe;0,059291935;-0,027776192;0,097726654
Civis_M_E43_oe;0,040123131;-0,027539287;0,0708372
Civis_M_E44_oe;0,037973007;-0,020855661;0,047645443
Civis_M_E57_oe;0,052033056;-0,02732497;0,025445504
Civis_M_E64_oe;-0,003891796;-0,021816344;0,091156061
Civis_M_E72_oe;0,017232284;-0,02135933;0,078758518
Civis_M_E84_oe;0,029759815;-0,02228141;0,125034928
Civis_M_E93_oe;0,023269976;-0,0225159;0,058540744
Civis_M_N3_oe;0,002566027;-0,014761031;0,097735448
Civis_M_N30_oe;0,01968346;-0,020827933;0,150075973
Civis_M_N31_oe;0,038709928;-0,017471335;0,055053109
Civis_M_N5_oe;0,01023756;-0,013470431;0,148101278
ColladaToses_M_A75_oe;0,040913957;-0,024900072;0,119481188
ColladaToses_M_B26_oe;0,075541842;-0,034064;0,068859636
ColladaToses_M_B6_oe;0,031468187;-0,026159239;0,108073627
ColladaToses_M_B9_oe;0,04113461;-0,017073669;0,084689179
ColladaToses_M_C47_oe;0,008829672;-0,020305084;0,096804079
ColladaToses_M_D15_oe;0,06360988;-0,020786284;0,027221706
ColladaToses_M_D17_oe;0,047333798;-0,020402865;0,042896817
ColladaToses_M_D18_oe;0,043051049;-0,020142631;0,133656951
ColladaToses_M_D24_oe;0,005335033;-0,015703384;0,113428076
ColladaToses_M_D33_oe;0,036772715;-0,017385926;0,117104707
ColladaToses_M_D36_oe;-0,010833611;-0,014245487;0,224579605
ColladaToses_M_D50_oe;0,052551747;-0,03263505;0,099216667
ColladaToses_M_D55_oe;-0,002419582;-0,018129786;0,140593707
ColladaToses_M_D8_oe;0,048054974;-0,018802498;0,041863641
ColladaToses_M_D9_oe;0,03656174;-0,022001409;0,109591372
ColladaToses_M_E19_oe;0,016575799;-0,018660423;0,059222601
ColladaToses_M_E24_oe;0,045248352;-0,028869776;0,098430225
ColladaToses_M_E28_oe;0,080346545;-0,0257483;0,039621847
ColladaToses_M_E30_oe;0,026376994;-0,01944449;0,115157603
ColladaToses_M_E31_oe;0,077440223;-0,030033194;0,020363543
ColladaToses_M_E34_oe;0,048549145;-0,023090463;0,041356737
ColladaToses_M_E41_oe;0,051617962;-0,019684861;0,040026098
ColladaToses_M_E5_oe;0,050945983;-0,02619151;0,100625356
ColladaToses_M_E51_oe;0,031326497;-0,025918677;0,09922617
ColladaToses_M_E53_oe;0,014134535;-0,01760188;0,150352455
ColladaToses_M_E6_oe;0,034723991;-0,020817802;0,027606801
ColladaToses_M_E60_oe;0,089155276;-0,033763504;0,027590979
ColladaToses_M_E62_oe;0,039682036;-0,022942302;0,08947294
ColladaToses_M_E69_oe;0,018938345;-0,017849072;0,131371044
ColladaToses_M_E75_oe;0,046091477;-0,023013002;0,105343655
ColladaToses_M_E9_oe;0,089996641;-0,028650376;0,060493923
ColladaToses_M_E90_oe;0,044715257;-0,02642324;0,077636126
Canto_M_27_oe;0,002837913;-0,017281634;0,114620763
Canto_M_A15_oe;0,026279622;-0,014674057;0,05014078
Canto_M_A16_oe;0,020634628;-0,017512613;0,063258999
Canto_M_A17_oe;0,033526608;-0,025008819;0,085080401
Canto_M_A19_oe;0,00651236;-0,020074783;0,112080814
Canto_M_A25_oe;-0,018414038;-0,017534232;0,119309681
Canto_M_A30_oe;-0,006606174;-0,018443212;0,116016918
